,date,open,high,low,close,adj_close,volume,ticker,extraction_timestamp
0,1999-01-22 00:00:00+00:00,0.0376177541911602,0.041016001254320145,0.04882799834012985,0.038802001625299454,0.04374999925494194,2714688000,NVDA,2024-10-24 13:07:27
1,1999-01-25 00:00:00+00:00,0.04155874624848366,0.04531300067901611,0.04583299905061722,0.041016001254320145,0.04427099972963333,510480000,NVDA,2024-10-24 13:07:27
2,1999-01-26 00:00:00+00:00,0.03833405300974846,0.04179700091481209,0.046744998544454575,0.04114599898457527,0.04583299905061722,343200000,NVDA,2024-10-24 13:07:27
3,1999-01-27 00:00:00+00:00,0.03821481391787529,0.04166699945926666,0.04296899959445,0.0395830012857914,0.041926998645067215,244368000,NVDA,2024-10-24 13:07:27
4,1999-01-28 00:00:00+00:00,0.03809467703104019,0.04153599962592125,0.041926998645067215,0.0412760004401207,0.04166699945926666,227520000,NVDA,2024-10-24 13:07:27
5,1999-01-29 00:00:00+00:00,0.03630349412560463,0.0395830012857914,0.04166699945926666,0.0395830012857914,0.04153599962592125,244032000,NVDA,2024-10-24 13:07:27
6,1999-02-01 00:00:00+00:00,0.03702068701386452,0.04036499932408333,0.04062499850988388,0.0395830012857914,0.0395830012857914,154704000,NVDA,2024-10-24 13:07:27
7,1999-02-02 00:00:00+00:00,0.03415460139513016,0.03723999857902527,0.04062499850988388,0.03606799989938736,0.0395830012857914,264096000,NVDA,2024-10-24 13:07:27
8,1999-02-03 00:00:00+00:00,0.03487089276313782,0.03802099823951721,0.0385419987142086,0.03645800054073334,0.036719001829624176,75120000,NVDA,2024-10-24 13:07:27
9,1999-02-04 00:00:00+00:00,0.03678132966160774,0.04010400176048279,0.04114599898457527,0.03802099823951721,0.0385419987142086,181920000,NVDA,2024-10-24 13:07:27
10,1999-02-05 00:00:00+00:00,0.037856217473745346,0.0412760004401207,0.04166699945926666,0.03971400111913681,0.040754999965429306,136848000,NVDA,2024-10-24 13:07:27
11,1999-02-08 00:00:00+00:00,0.0365428626537323,0.03984399884939194,0.04166699945926666,0.03984399884939194,0.04153599962592125,154080000,NVDA,2024-10-24 13:07:27
12,1999-02-09 00:00:00+00:00,0.03510936722159386,0.03828100115060806,0.04088500142097473,0.03776000067591667,0.04062499850988388,86976000,NVDA,2024-10-24 13:07:27
13,1999-02-10 00:00:00+00:00,0.03475167602300644,0.037891000509262085,0.039322998374700546,0.03723999857902527,0.03828100115060806,148224000,NVDA,2024-10-24 13:07:27
14,1999-02-11 00:00:00+00:00,0.03773698955774307,0.04114599898457527,0.04270799830555916,0.03802099823951721,0.03802099823951721,132240000,NVDA,2024-10-24 13:07:27
15,1999-02-12 00:00:00+00:00,0.03988678753376007,0.04349000006914139,0.04374999925494194,0.04166699945926666,0.04166699945926666,109728000,NVDA,2024-10-24 13:07:27
16,1999-02-16 00:00:00+00:00,0.040125247091054916,0.04374999925494194,0.04609400033950806,0.039322998374700546,0.04427099972963333,211008000,NVDA,2024-10-24 13:07:27
17,1999-02-17 00:00:00+00:00,0.03797544538974762,0.041405998170375824,0.04322899878025055,0.04062499850988388,0.04270799830555916,67728000,NVDA,2024-10-24 13:07:27
18,1999-02-18 00:00:00+00:00,0.038572508841753006,0.04205700010061264,0.04322899878025055,0.04088500142097473,0.04270799830555916,70704000,NVDA,2024-10-24 13:07:27
19,1999-02-19 00:00:00+00:00,0.03988678753376007,0.04349000006914139,0.04427099972963333,0.04114599898457527,0.04166699945926666,75360000,NVDA,2024-10-24 13:07:27
20,1999-02-22 00:00:00+00:00,0.040125247091054916,0.04374999925494194,0.04479200020432472,0.041405998170375824,0.04427099972963333,205248000,NVDA,2024-10-24 13:07:27
21,1999-02-23 00:00:00+00:00,0.04203565791249275,0.04583299905061722,0.046744998544454575,0.042187999933958054,0.04479200020432472,138096000,NVDA,2024-10-24 13:07:27
22,1999-02-24 00:00:00+00:00,0.045379575341939926,0.04947900027036667,0.054687999188899994,0.04830700159072876,0.05260400101542473,612768000,NVDA,2024-10-24 13:07:27
23,1999-02-25 00:00:00+00:00,0.0439470000565052,0.04791700094938278,0.05312500149011612,0.04713499918580055,0.051562998443841934,149136000,NVDA,2024-10-24 13:07:27
24,1999-02-26 00:00:00+00:00,0.041916437447071075,0.04570300132036209,0.05000000074505806,0.04531300067901611,0.04843800142407417,172608000,NVDA,2024-10-24 13:07:27
25,1999-03-01 00:00:00+00:00,0.04215581342577934,0.04596399888396263,0.04791700094938278,0.04374999925494194,0.046875,92160000,NVDA,2024-10-24 13:07:27
26,1999-03-02 00:00:00+00:00,0.0417972058057785,0.045572999864816666,0.04609400033950806,0.04479200020432472,0.04583299905061722,55248000,NVDA,2024-10-24 13:07:27
27,1999-03-03 00:00:00+00:00,0.03893112391233444,0.042447999119758606,0.04583299905061722,0.042187999933958054,0.04583299905061722,61392000,NVDA,2024-10-24 13:07:27
28,1999-03-04 00:00:00+00:00,0.03809467703104019,0.04153599962592125,0.04479200020432472,0.04114599898457527,0.044530998915433884,57360000,NVDA,2024-10-24 13:07:27
29,1999-03-05 00:00:00+00:00,0.040244460105895996,0.043880000710487366,0.04400999844074249,0.041926998645067215,0.041926998645067215,78768000,NVDA,2024-10-24 13:07:27
30,1999-03-08 00:00:00+00:00,0.040841538459062576,0.044530998915433884,0.04583299905061722,0.041926998645067215,0.04270799830555916,75888000,NVDA,2024-10-24 13:07:27
31,1999-03-09 00:00:00+00:00,0.04215581342577934,0.04596399888396263,0.04661500081419945,0.04440100118517876,0.04440100118517876,143184000,NVDA,2024-10-24 13:07:27
32,1999-03-10 00:00:00+00:00,0.04143860191106796,0.0451820008456707,0.04661500081419945,0.044530998915433884,0.04661500081419945,235344000,NVDA,2024-10-24 13:07:27
33,1999-03-11 00:00:00+00:00,0.0396474190056324,0.04322899878025055,0.0451820008456707,0.04322899878025055,0.04440100118517876,54288000,NVDA,2024-10-24 13:07:27
34,1999-03-12 00:00:00+00:00,0.03893112391233444,0.042447999119758606,0.04349000006914139,0.04166699945926666,0.04349000006914139,90768000,NVDA,2024-10-24 13:07:27
35,1999-03-15 00:00:00+00:00,0.04060307517647743,0.04427099972963333,0.04479200020432472,0.04322899878025055,0.04349000006914139,108816000,NVDA,2024-10-24 13:07:27
36,1999-03-16 00:00:00+00:00,0.03928971290588379,0.04283899813890457,0.045051999390125275,0.042447999119758606,0.044530998915433884,79152000,NVDA,2024-10-24 13:07:27
37,1999-03-17 00:00:00+00:00,0.03952817991375923,0.04309900104999542,0.04400999844074249,0.04205700010061264,0.04322899878025055,51360000,NVDA,2024-10-24 13:07:27
38,1999-03-18 00:00:00+00:00,0.04000600799918175,0.04362000152468681,0.04427099972963333,0.042187999933958054,0.04322899878025055,46320000,NVDA,2024-10-24 13:07:27
39,1999-03-19 00:00:00+00:00,0.040125247091054916,0.04374999925494194,0.045051999390125275,0.04349000006914139,0.04349000006914139,105312000,NVDA,2024-10-24 13:07:27
40,1999-03-22 00:00:00+00:00,0.03893112391233444,0.042447999119758606,0.04479200020432472,0.042447999119758606,0.04466100037097931,36672000,NVDA,2024-10-24 13:07:27
41,1999-03-23 00:00:00+00:00,0.0365428626537323,0.03984399884939194,0.04270799830555916,0.039062999188899994,0.04270799830555916,163968000,NVDA,2024-10-24 13:07:27
42,1999-03-24 00:00:00+00:00,0.03630349412560463,0.0395830012857914,0.03984399884939194,0.03802099823951721,0.0395830012857914,60864000,NVDA,2024-10-24 13:07:27
43,1999-03-25 00:00:00+00:00,0.03678132966160774,0.04010400176048279,0.04166699945926666,0.039322998374700546,0.03945299983024597,40320000,NVDA,2024-10-24 13:07:27
44,1999-03-26 00:00:00+00:00,0.04000600799918175,0.04362000152468681,0.04374999925494194,0.04062499850988388,0.04062499850988388,88272000,NVDA,2024-10-24 13:07:27
45,1999-03-29 00:00:00+00:00,0.04120013490319252,0.04492200165987015,0.04596399888396263,0.044140998274087906,0.04492200165987015,65952000,NVDA,2024-10-24 13:07:27
46,1999-03-30 00:00:00+00:00,0.03773698955774307,0.04114599898457527,0.04544299840927124,0.04088500142097473,0.045051999390125275,69504000,NVDA,2024-10-24 13:07:27
47,1999-03-31 00:00:00+00:00,0.04036369547247887,0.04400999844074249,0.044530998915433884,0.040495000779628754,0.042447999119758606,153600000,NVDA,2024-10-24 13:07:27
48,1999-04-01 00:00:00+00:00,0.039169564843177795,0.04270799830555916,0.04427099972963333,0.041926998645067215,0.04400999844074249,30432000,NVDA,2024-10-24 13:07:27
49,1999-04-05 00:00:00+00:00,0.03797544538974762,0.041405998170375824,0.04322899878025055,0.04114599898457527,0.042187999933958054,98640000,NVDA,2024-10-24 13:07:27
50,1999-04-06 00:00:00+00:00,0.03702068701386452,0.04036499932408333,0.041926998645067215,0.0395830012857914,0.04179700091481209,69696000,NVDA,2024-10-24 13:07:27
51,1999-04-07 00:00:00+00:00,0.040125247091054916,0.04374999925494194,0.04400999844074249,0.04036499932408333,0.04062499850988388,89280000,NVDA,2024-10-24 13:07:27
52,1999-04-08 00:00:00+00:00,0.040841538459062576,0.044530998915433884,0.04583299905061722,0.04349000006914139,0.04400999844074249,130128000,NVDA,2024-10-24 13:07:27
53,1999-04-09 00:00:00+00:00,0.040125247091054916,0.04374999925494194,0.04479200020432472,0.04349000006914139,0.04479200020432472,48624000,NVDA,2024-10-24 13:07:27
54,1999-04-12 00:00:00+00:00,0.03845328837633133,0.041926998645067215,0.04322899878025055,0.04114599898457527,0.04322899878025055,33312000,NVDA,2024-10-24 13:07:27
55,1999-04-13 00:00:00+00:00,0.03690054267644882,0.040233999490737915,0.04270799830555916,0.0395830012857914,0.04270799830555916,36144000,NVDA,2024-10-24 13:07:27
56,1999-04-14 00:00:00+00:00,0.03582657501101494,0.039062999188899994,0.041016001254320145,0.039062999188899994,0.04010400176048279,48288000,NVDA,2024-10-24 13:07:27
57,1999-04-15 00:00:00+00:00,0.03678132966160774,0.04010400176048279,0.04010400176048279,0.039062999188899994,0.04010400176048279,35856000,NVDA,2024-10-24 13:07:27
58,1999-04-16 00:00:00+00:00,0.03797544538974762,0.041405998170375824,0.04205700010061264,0.03984399884939194,0.03984399884939194,38928000,NVDA,2024-10-24 13:07:27
59,1999-04-19 00:00:00+00:00,0.03630349412560463,0.0395830012857914,0.041926998645067215,0.039062999188899994,0.041926998645067215,31296000,NVDA,2024-10-24 13:07:27
60,1999-04-20 00:00:00+00:00,0.035587187856435776,0.038802001625299454,0.04114599898457527,0.03841099888086319,0.0395830012857914,67680000,NVDA,2024-10-24 13:07:27
61,1999-04-21 00:00:00+00:00,0.03618427366018295,0.03945299983024597,0.0395830012857914,0.0385419987142086,0.038802001625299454,37488000,NVDA,2024-10-24 13:07:27
62,1999-04-22 00:00:00+00:00,0.03463152050971985,0.03776000067591667,0.0395830012857914,0.037370000034570694,0.0395830012857914,227184000,NVDA,2024-10-24 13:07:27
63,1999-04-23 00:00:00+00:00,0.032960470765829086,0.035937998443841934,0.03776000067591667,0.035677000880241394,0.037629999220371246,126048000,NVDA,2024-10-24 13:07:27
64,1999-04-26 00:00:00+00:00,0.0312885157763958,0.03411500155925751,0.03645800054073334,0.03333299979567528,0.035937998443841934,123504000,NVDA,2024-10-24 13:07:27
65,1999-04-27 00:00:00+00:00,0.03463152050971985,0.03776000067591667,0.03802099823951721,0.03437500074505806,0.03489600121974945,226944000,NVDA,2024-10-24 13:07:27
66,1999-04-28 00:00:00+00:00,0.0343930721282959,0.03750000149011612,0.03802099823951721,0.03632799908518791,0.03802099823951721,120096000,NVDA,2024-10-24 13:07:27
67,1999-04-29 00:00:00+00:00,0.0343930721282959,0.03750000149011612,0.03776000067591667,0.036719001829624176,0.037629999220371246,48144000,NVDA,2024-10-24 13:07:27
68,1999-04-30 00:00:00+00:00,0.03487089276313782,0.03802099823951721,0.0395830012857914,0.037629999220371246,0.037891000509262085,99312000,NVDA,2024-10-24 13:07:27
