,date,firm,to_grade,from_grade,action,ticker,extraction_timestamp
272,2023-05-10 13:21:00,Truist Securities,Buy,Buy,main,NVDA,2024-10-24 13:07:28
273,2023-04-25 12:16:38,Erste Group,Buy,Hold,up,NVDA,2024-10-24 13:07:28
274,2023-04-24 10:22:49,Evercore ISI Group,Outperform,,reit,NVDA,2024-10-24 13:07:28
275,2023-04-19 10:53:52,B of A Securities,Buy,,main,NVDA,2024-10-24 13:07:28
276,2023-04-18 08:53:55,HSBC,Buy,Reduce,up,NVDA,2024-10-24 13:07:28
277,2023-04-11 10:52:47,Piper Sandler,Overweight,,main,NVDA,2024-10-24 13:07:28
278,2023-04-11 10:25:20,Evercore ISI Group,Outperform,,main,NVDA,2024-10-24 13:07:28
279,2023-04-11 08:46:20,Keybanc,Overweight,,main,NVDA,2024-10-24 13:07:28
280,2023-03-31 10:03:33,Tigress Financial,Buy,,reit,NVDA,2024-10-24 13:07:28
281,2023-03-30 20:54:49,Susquehanna,Positive,Positive,main,NVDA,2024-10-24 13:07:28
282,2023-03-29 10:54:30,Piper Sandler,Overweight,,main,NVDA,2024-10-24 13:07:28
283,2023-03-28 10:58:28,Bernstein,Outperform,,main,NVDA,2024-10-24 13:07:28
284,2023-03-27 10:49:06,UBS,Buy,,main,NVDA,2024-10-24 13:07:28
285,2023-03-23 10:10:19,Needham,Buy,,main,NVDA,2024-10-24 13:07:28
286,2023-03-22 15:25:11,Truist Securities,Buy,,main,NVDA,2024-10-24 13:07:28
287,2023-03-22 13:12:28,BMO Capital,Outperform,,main,NVDA,2024-10-24 13:07:28
288,2023-03-22 12:42:52,TD Cowen,Outperform,,main,NVDA,2024-10-24 13:07:28
289,2023-03-22 11:35:01,Rosenblatt,Buy,,reit,NVDA,2024-10-24 13:07:28
290,2023-03-22 11:24:11,Mizuho,Buy,,main,NVDA,2024-10-24 13:07:28
291,2023-03-22 11:15:37,Wells Fargo,Overweight,,main,NVDA,2024-10-24 13:07:28
292,2023-03-22 10:24:07,Oppenheimer,Outperform,,main,NVDA,2024-10-24 13:07:28
293,2023-03-22 10:18:35,Needham,Buy,,reit,NVDA,2024-10-24 13:07:28
294,2023-03-22 10:11:37,Deutsche Bank,Hold,,main,NVDA,2024-10-24 13:07:28
295,2023-03-21 14:19:27,Exane BNP Paribas,Neutral,Underperform,up,NVDA,2024-10-24 13:07:28
296,2023-03-17 14:05:17,Citigroup,Buy,,main,NVDA,2024-10-24 13:07:28
297,2023-03-17 08:47:32,Morgan Stanley,Overweight,Equal-Weight,up,NVDA,2024-10-24 13:07:28
298,2023-03-16 12:39:43,Wedbush,Neutral,,reit,NVDA,2024-10-24 13:07:28
299,2023-03-09 15:53:16,Susquehanna,Positive,,reit,NVDA,2024-10-24 13:07:28
300,2023-02-23 13:59:02,Craig-Hallum,Hold,,main,NVDA,2024-10-24 13:07:28
301,2023-02-23 13:56:58,Jefferies,Buy,,main,NVDA,2024-10-24 13:07:28
302,2023-02-23 13:49:35,Stifel,Hold,,main,NVDA,2024-10-24 13:07:28
303,2023-02-23 13:22:06,Goldman Sachs,Buy,Neutral,up,NVDA,2024-10-24 13:07:28
304,2023-02-23 12:51:06,Truist Securities,Buy,,main,NVDA,2024-10-24 13:07:28
305,2023-02-23 12:47:12,B of A Securities,Buy,,main,NVDA,2024-10-24 13:07:28
306,2023-02-23 12:42:43,Morgan Stanley,Equal-Weight,,main,NVDA,2024-10-24 13:07:28
307,2023-02-23 12:32:20,BMO Capital,Outperform,,main,NVDA,2024-10-24 13:07:28
308,2023-02-23 12:17:56,Wells Fargo,Overweight,,main,NVDA,2024-10-24 13:07:28
309,2023-02-23 11:57:38,Rosenblatt,Buy,,reit,NVDA,2024-10-24 13:07:28
310,2023-02-23 11:57:17,Baird,Neutral,,main,NVDA,2024-10-24 13:07:28
311,2023-02-23 11:53:48,Oppenheimer,Outperform,,main,NVDA,2024-10-24 13:07:28
312,2023-02-23 11:51:38,JP Morgan,Overweight,,main,NVDA,2024-10-24 13:07:28
313,2023-02-23 11:49:20,Mizuho,Buy,,main,NVDA,2024-10-24 13:07:28
314,2023-02-23 11:47:33,Barclays,Overweight,,main,NVDA,2024-10-24 13:07:28
315,2023-02-23 11:44:44,Piper Sandler,Overweight,,main,NVDA,2024-10-24 13:07:28
316,2023-02-23 11:41:21,Deutsche Bank,Hold,,main,NVDA,2024-10-24 13:07:28
317,2023-02-23 11:36:32,Citigroup,Buy,,main,NVDA,2024-10-24 13:07:28
318,2023-02-23 11:27:22,Evercore ISI Group,Outperform,,main,NVDA,2024-10-24 13:07:28
319,2023-02-23 10:56:37,Needham,Buy,,main,NVDA,2024-10-24 13:07:28
320,2023-02-23 10:25:04,TD Cowen,Outperform,,main,NVDA,2024-10-24 13:07:28
321,2023-02-22 13:49:11,Piper Sandler,Overweight,,main,NVDA,2024-10-24 13:07:28
322,2023-02-21 14:14:47,Oppenheimer,Outperform,,main,NVDA,2024-10-24 13:07:28
323,2023-02-21 13:49:49,Morgan Stanley,Equal-Weight,,main,NVDA,2024-10-24 13:07:28
324,2023-02-21 13:25:36,Stifel,Hold,,main,NVDA,2024-10-24 13:07:28
325,2023-02-21 12:43:39,BMO Capital,Outperform,,main,NVDA,2024-10-24 13:07:28
326,2023-02-17 13:51:01,Oppenheimer,Outperform,,main,NVDA,2024-10-24 13:07:28
327,2023-02-17 09:32:21,Keybanc,Overweight,,main,NVDA,2024-10-24 13:07:28
328,2023-02-16 14:27:06,Susquehanna,Positive,,main,NVDA,2024-10-24 13:07:28
329,2023-02-16 11:20:18,DZ Bank,Sell,Buy,down,NVDA,2024-10-24 13:07:28
330,2023-02-14 11:58:02,B of A Securities,Buy,,main,NVDA,2024-10-24 13:07:28
331,2023-01-23 14:35:55,Truist Securities,Buy,,main,NVDA,2024-10-24 13:07:28
332,2023-01-23 11:50:44,Barclays,Overweight,,main,NVDA,2024-10-24 13:07:28
333,2023-01-11 09:34:42,Keybanc,Overweight,,main,NVDA,2024-10-24 13:07:28
334,2022-12-19 12:14:32,Needham,Buy,,main,NVDA,2024-10-24 13:07:28
335,2022-12-15 12:36:13,HSBC,Reduce,,init,NVDA,2024-10-24 13:07:28
336,2022-12-15 11:29:08,Evercore ISI Group,Outperform,,main,NVDA,2024-10-24 13:07:28
337,2022-12-12 10:28:11,TD Cowen,Outperform,,main,NVDA,2024-10-24 13:07:28
338,2022-12-09 09:43:09,Tigress Financial,Buy,,main,NVDA,2024-10-24 13:07:28
339,2022-11-17 14:12:33,Summit Insights Group,Buy,Hold,up,NVDA,2024-10-24 13:07:28
340,2022-11-17 13:52:07,Stifel,Hold,,main,NVDA,2024-10-24 13:07:28
341,2022-11-17 13:49:53,Wedbush,Neutral,,main,NVDA,2024-10-24 13:07:28
342,2022-11-17 12:57:33,Morgan Stanley,Equal-Weight,,main,NVDA,2024-10-24 13:07:28
343,2022-11-17 12:54:34,Susquehanna,Positive,,main,NVDA,2024-10-24 13:07:28
344,2022-11-17 12:30:04,Raymond James,Strong Buy,,main,NVDA,2024-10-24 13:07:28
345,2022-11-17 12:07:57,Needham,Buy,,main,NVDA,2024-10-24 13:07:28
346,2022-11-17 11:52:11,Mizuho,Buy,,main,NVDA,2024-10-24 13:07:28
347,2022-11-17 11:50:44,Deutsche Bank,Hold,,main,NVDA,2024-10-24 13:07:28
348,2022-11-11 11:21:58,Oppenheimer,Outperform,,main,NVDA,2024-10-24 13:07:28
349,2022-10-24 10:57:10,Barclays,Overweight,,main,NVDA,2024-10-24 13:07:28
350,2022-10-18 12:46:22,Deutsche Bank,Hold,,main,NVDA,2024-10-24 13:07:28
351,2022-10-11 12:31:54,Citigroup,Buy,,main,NVDA,2024-10-24 13:07:28
352,2022-09-29 20:58:36,Susquehanna,Positive,Positive,main,NVDA,2024-10-24 13:07:28
353,2022-09-21 11:40:14,Susquehanna,Positive,,main,NVDA,2024-10-24 13:07:28
354,2022-09-21 11:34:44,BMO Capital,Outperform,,main,NVDA,2024-10-24 13:07:28
355,2022-09-15 11:23:46,Mizuho,Buy,,main,NVDA,2024-10-24 13:07:28
356,2022-09-08 08:38:53,Stifel,Hold,,init,NVDA,2024-10-24 13:07:28
357,2022-09-02 09:19:01,Needham,Buy,,main,NVDA,2024-10-24 13:07:28
358,2022-09-01 10:58:05,Piper Sandler,Overweight,,main,NVDA,2024-10-24 13:07:28
359,2022-08-25 21:01:09,Susquehanna,Positive,Positive,main,NVDA,2024-10-24 13:07:28
360,2022-08-25 13:22:31,Craig-Hallum,Hold,,main,NVDA,2024-10-24 13:07:28
361,2022-08-25 13:19:32,Deutsche Bank,Hold,,main,NVDA,2024-10-24 13:07:28
362,2022-08-25 13:12:07,Truist Securities,Buy,,main,NVDA,2024-10-24 13:07:28
363,2022-08-25 12:27:45,Wedbush,Neutral,,main,NVDA,2024-10-24 13:07:28
364,2022-08-25 12:22:27,Baird,Neutral,,main,NVDA,2024-10-24 13:07:28
365,2022-08-25 12:19:59,Mizuho,Buy,,main,NVDA,2024-10-24 13:07:28
366,2022-08-25 12:18:32,BMO Capital,Outperform,,main,NVDA,2024-10-24 13:07:28
367,2022-08-25 12:17:26,Benchmark,Buy,,main,NVDA,2024-10-24 13:07:28
368,2022-08-25 11:53:48,Barclays,Overweight,,main,NVDA,2024-10-24 13:07:28
369,2022-08-25 10:53:09,Raymond James,Strong Buy,,main,NVDA,2024-10-24 13:07:28
370,2022-08-25 10:46:31,Citigroup,Buy,,main,NVDA,2024-10-24 13:07:28
371,2022-08-25 10:43:58,JP Morgan,Overweight,,main,NVDA,2024-10-24 13:07:28
372,2022-08-09 13:29:45,Truist Securities,Buy,,main,NVDA,2024-10-24 13:07:28
373,2022-08-09 12:36:47,Susquehanna,Positive,,main,NVDA,2024-10-24 13:07:28
374,2022-08-09 10:52:47,Mizuho,Buy,,main,NVDA,2024-10-24 13:07:28
375,2022-08-09 09:14:26,Raymond James,Strong Buy,,main,NVDA,2024-10-24 13:07:28
376,2022-08-08 17:33:14,Craig-Hallum,Hold,Buy,down,NVDA,2024-10-24 13:07:28
377,2022-07-25 11:12:22,Barclays,Overweight,,main,NVDA,2024-10-24 13:07:28
378,2022-07-20 13:01:26,Deutsche Bank,Hold,,main,NVDA,2024-10-24 13:07:28
379,2022-07-14 14:27:24,Baird,Neutral,,main,NVDA,2024-10-24 13:07:28
380,2022-07-13 11:56:19,Susquehanna,Positive,,main,NVDA,2024-10-24 13:07:28
381,2022-07-12 11:20:16,Citigroup,Buy,,main,NVDA,2024-10-24 13:07:28
382,2022-07-12 08:51:57,Keybanc,Overweight,,main,NVDA,2024-10-24 13:07:28
383,2022-07-11 10:31:21,Piper Sandler,Overweight,,main,NVDA,2024-10-24 13:07:28
384,2022-06-29 11:51:43,B of A Securities,Buy,,main,NVDA,2024-10-24 13:07:28
385,2022-05-27 13:41:22,Baird,Neutral,,main,NVDA,2024-10-24 13:07:28
386,2022-05-26 13:12:12,BMO Capital,Outperform,,main,NVDA,2024-10-24 13:07:28
387,2022-05-26 12:16:15,Needham,Buy,,main,NVDA,2024-10-24 13:07:28
388,2022-05-26 12:08:46,Cowen & Co.,Outperform,,main,NVDA,2024-10-24 13:07:28
389,2022-05-26 12:06:21,Mizuho,Buy,,main,NVDA,2024-10-24 13:07:28
390,2022-05-26 11:32:47,Raymond James,Strong Buy,,main,NVDA,2024-10-24 13:07:28
391,2022-05-26 11:30:07,JP Morgan,Overweight,,main,NVDA,2024-10-24 13:07:28
392,2022-05-26 11:28:01,Deutsche Bank,Hold,,main,NVDA,2024-10-24 13:07:28
393,2022-05-26 11:08:28,Morgan Stanley,Equal-Weight,,main,NVDA,2024-10-24 13:07:28
394,2022-05-26 11:05:58,Susquehanna,Positive,,main,NVDA,2024-10-24 13:07:28
395,2022-05-26 11:02:16,Citigroup,Buy,,main,NVDA,2024-10-24 13:07:28
396,2022-05-26 10:16:01,Piper Sandler,Overweight,,main,NVDA,2024-10-24 13:07:28
397,2022-05-26 09:04:03,Truist Securities,Buy,,main,NVDA,2024-10-24 13:07:28
398,2022-05-26 08:41:38,Keybanc,Overweight,,main,NVDA,2024-10-24 13:07:28
399,2022-05-24 09:07:25,Truist Securities,Buy,,main,NVDA,2024-10-24 13:07:28
400,2022-05-23 12:55:11,Bernstein,Outperform,,main,NVDA,2024-10-24 13:07:28
401,2022-05-23 12:49:23,UBS,Buy,,main,NVDA,2024-10-24 13:07:28
402,2022-05-20 12:23:54,Wells Fargo,Overweight,,main,NVDA,2024-10-24 13:07:28
403,2022-05-19 14:31:07,Wedbush,Neutral,,main,NVDA,2024-10-24 13:07:28
404,2022-05-19 12:29:32,Oppenheimer,Outperform,,main,NVDA,2024-10-24 13:07:28
405,2022-05-18 12:43:58,Susquehanna,Positive,,main,NVDA,2024-10-24 13:07:28
406,2022-04-25 10:47:48,Barclays,Overweight,,main,NVDA,2024-10-24 13:07:28
407,2022-04-20 10:47:26,Deutsche Bank,Hold,,main,NVDA,2024-10-24 13:07:28
408,2022-04-13 11:43:48,New Street Research,Buy,Neutral,up,NVDA,2024-10-24 13:07:28
409,2022-04-12 21:04:14,Susquehanna,Positive,Positive,main,NVDA,2024-10-24 13:07:28
410,2022-04-12 07:52:17,Keybanc,Overweight,,main,NVDA,2024-10-24 13:07:28
411,2022-04-11 10:11:47,Baird,Neutral,Outperform,down,NVDA,2024-10-24 13:07:28
412,2022-04-08 09:09:56,Truist Securities,Buy,,main,NVDA,2024-10-24 13:07:28
413,2022-03-29 11:55:39,Tigress Financial,Buy,,main,NVDA,2024-10-24 13:07:28
414,2022-03-15 09:37:14,TD Cowen,Outperform,,reit,NVDA,2024-10-24 13:07:28
415,2022-02-17 11:46:45,Summit Insights Group,Hold,Buy,down,NVDA,2024-10-24 13:07:28
416,2022-02-17 11:44:10,Mizuho,Buy,,main,NVDA,2024-10-24 13:07:28
417,2022-02-14 10:17:24,Truist Securities,Buy,,reit,NVDA,2024-10-24 13:07:28
418,2022-02-09 22:10:15,Susquehanna,Positive,,reit,NVDA,2024-10-24 13:07:28
419,2021-11-18 14:04:02,Deutsche Bank,Hold,,main,NVDA,2024-10-24 13:07:28
420,2021-11-18 13:58:16,Truist Securities,Buy,,main,NVDA,2024-10-24 13:07:28
421,2021-11-18 12:52:52,Needham,Buy,,main,NVDA,2024-10-24 13:07:28
422,2021-11-18 12:20:03,Raymond James,Strong Buy,,main,NVDA,2024-10-24 13:07:28
423,2021-11-18 12:06:52,Mizuho,Buy,,main,NVDA,2024-10-24 13:07:28
424,2021-11-18 11:42:50,Piper Sandler,Overweight,,main,NVDA,2024-10-24 13:07:28
425,2021-11-18 09:37:16,Keybanc,Overweight,,main,NVDA,2024-10-24 13:07:28
426,2021-11-16 14:07:53,Credit Suisse,Outperform,,main,NVDA,2024-10-24 13:07:28
427,2021-11-12 12:03:33,Wedbush,Neutral,Outperform,down,NVDA,2024-10-24 13:07:28
428,2021-11-11 22:11:57,Susquehanna,Positive,Positive,main,NVDA,2024-10-24 13:07:28
429,2021-11-11 11:55:23,Oppenheimer,Outperform,,main,NVDA,2024-10-24 13:07:28
430,2021-11-10 15:06:06,B of A Securities,Buy,,main,NVDA,2024-10-24 13:07:28
431,2021-11-04 14:39:36,Wells Fargo,Overweight,,main,NVDA,2024-10-24 13:07:28
432,2021-10-25 11:02:48,Piper Sandler,Overweight,,main,NVDA,2024-10-24 13:07:28
433,2021-10-05 08:36:09,Keybanc,Overweight,,main,NVDA,2024-10-24 13:07:28
434,2021-09-28 11:13:02,Susquehanna,Positive,,main,NVDA,2024-10-24 13:07:28
435,2021-09-17 10:56:23,B of A Securities,Buy,,main,NVDA,2024-10-24 13:07:28
436,2021-08-19 12:25:58,Deutsche Bank,Hold,,main,NVDA,2024-10-24 13:07:28
437,2021-08-19 12:04:32,Credit Suisse,Outperform,,main,NVDA,2024-10-24 13:07:28
438,2021-08-19 11:33:22,Rosenblatt,Buy,,main,NVDA,2024-10-24 13:07:28
439,2021-08-19 11:11:39,Mizuho,Buy,,main,NVDA,2024-10-24 13:07:28
440,2021-08-19 10:38:11,Summit Insights Group,Sell,Hold,down,NVDA,2024-10-24 13:07:28
441,2021-08-19 10:35:27,Barclays,Overweight,,main,NVDA,2024-10-24 13:07:28
442,2021-08-19 09:31:44,Needham,Buy,,main,NVDA,2024-10-24 13:07:28
443,2021-08-19 08:34:25,Keybanc,Overweight,,main,NVDA,2024-10-24 13:07:28
444,2021-08-12 13:25:06,Evercore ISI Group,Outperform,,main,NVDA,2024-10-24 13:07:28
445,2021-08-12 12:25:42,UBS,Buy,,main,NVDA,2024-10-24 13:07:28
446,2021-08-12 12:21:28,Wells Fargo,Overweight,,main,NVDA,2024-10-24 13:07:28
447,2021-08-04 11:00:16,Rosenblatt,Buy,,main,NVDA,2024-10-24 13:07:28
448,2021-07-15 12:57:19,Mizuho,Buy,,main,NVDA,2024-10-24 13:07:28
449,2021-07-08 12:22:14,Truist Securities,Buy,,main,NVDA,2024-10-24 13:07:28
450,2021-07-06 08:47:39,Keybanc,Overweight,,main,NVDA,2024-10-24 13:07:28
451,2021-07-01 13:11:38,BMO Capital,Outperform,,main,NVDA,2024-10-24 13:07:28
452,2021-06-22 11:16:31,Raymond James,Strong Buy,,main,NVDA,2024-10-24 13:07:28
453,2021-06-18 12:08:29,B of A Securities,Buy,,main,NVDA,2024-10-24 13:07:28
454,2021-06-17 14:30:34,Jefferies,Buy,,main,NVDA,2024-10-24 13:07:28
455,2021-05-27 21:22:20,Susquehanna,Positive,Positive,main,NVDA,2024-10-24 13:07:28
456,2021-05-27 14:12:01,Truist Securities,Buy,,main,NVDA,2024-10-24 13:07:28
457,2021-05-27 13:42:01,Piper Sandler,Overweight,,main,NVDA,2024-10-24 13:07:28
458,2021-05-27 13:35:20,BMO Capital,Outperform,,main,NVDA,2024-10-24 13:07:28
459,2021-05-27 13:33:04,Wedbush,Outperform,,main,NVDA,2024-10-24 13:07:28
460,2021-05-27 13:25:14,Evercore ISI Group,Outperform,,main,NVDA,2024-10-24 13:07:28
461,2021-05-27 12:48:41,Craig-Hallum,Buy,Hold,up,NVDA,2024-10-24 13:07:28
462,2021-05-27 12:25:33,UBS,Buy,,main,NVDA,2024-10-24 13:07:28
463,2021-05-27 12:21:01,Jefferies,Buy,,main,NVDA,2024-10-24 13:07:28
464,2021-05-27 11:10:03,Deutsche Bank,Hold,,main,NVDA,2024-10-24 13:07:28
465,2021-05-27 11:07:09,B of A Securities,Buy,,main,NVDA,2024-10-24 13:07:28
466,2021-05-27 10:49:49,Mizuho,Buy,,main,NVDA,2024-10-24 13:07:28
467,2021-05-27 10:04:00,Keybanc,Overweight,,main,NVDA,2024-10-24 13:07:28
468,2021-05-25 21:23:38,Susquehanna,Positive,,reit,NVDA,2024-10-24 13:07:28
469,2021-05-05 10:40:30,Baird,Outperform,,init,NVDA,2024-10-24 13:07:28
470,2021-04-15 11:24:42,Raymond James,Strong Buy,Outperform,up,NVDA,2024-10-24 13:07:28
471,2021-04-13 15:13:24,Wells Fargo,Overweight,,main,NVDA,2024-10-24 13:07:28
472,2021-04-13 14:47:14,Cowen & Co.,Outperform,,main,NVDA,2024-10-24 13:07:28
473,2021-04-13 14:24:34,Deutsche Bank,Hold,,main,NVDA,2024-10-24 13:07:28
474,2021-04-13 14:14:13,Mizuho,Buy,,main,NVDA,2024-10-24 13:07:28
475,2021-04-13 11:02:10,Rosenblatt,Buy,,main,NVDA,2024-10-24 13:07:28
476,2021-04-13 10:35:26,Barclays,Overweight,,main,NVDA,2024-10-24 13:07:28
477,2021-02-25 16:31:02,Cowen & Co.,Outperform,,main,NVDA,2024-10-24 13:07:28
478,2021-02-25 16:29:46,JP Morgan,Overweight,,main,NVDA,2024-10-24 13:07:28
479,2021-02-25 16:24:30,Deutsche Bank,Hold,,main,NVDA,2024-10-24 13:07:28
480,2021-02-25 16:17:07,Mizuho,Buy,,main,NVDA,2024-10-24 13:07:28
481,2021-02-25 16:07:16,Piper Sandler,Overweight,,main,NVDA,2024-10-24 13:07:28
482,2021-02-25 13:23:33,Raymond James,Outperform,,main,NVDA,2024-10-24 13:07:28
483,2021-02-25 12:09:10,Needham,Buy,,main,NVDA,2024-10-24 13:07:28
484,2021-02-24 13:17:20,Cascend,Buy,,main,NVDA,2024-10-24 13:07:28
485,2021-02-22 22:25:26,Susquehanna,Positive,Positive,main,NVDA,2024-10-24 13:07:28
486,2021-02-22 15:55:55,Deutsche Bank,Hold,,main,NVDA,2024-10-24 13:07:28
487,2021-02-18 14:30:08,Oppenheimer,Outperform,,main,NVDA,2024-10-24 13:07:28
488,2021-01-26 15:40:38,Barclays,Overweight,,main,NVDA,2024-10-24 13:07:28
489,2021-01-15 17:23:46,Truist Securities,Buy,,main,NVDA,2024-10-24 13:07:28
490,2021-01-15 17:21:46,Susquehanna,Positive,,main,NVDA,2024-10-24 13:07:28
491,2020-11-19 15:26:23,B of A Securities,Buy,,main,NVDA,2024-10-24 13:07:28
492,2020-11-19 12:39:52,Mizuho,Buy,,main,NVDA,2024-10-24 13:07:28
493,2020-11-19 12:17:48,Raymond James,Outperform,,main,NVDA,2024-10-24 13:07:28
494,2020-11-19 11:57:50,Rosenblatt,Buy,,main,NVDA,2024-10-24 13:07:28
495,2020-10-12 13:29:55,Truist Securities,Buy,,main,NVDA,2024-10-24 13:07:28
496,2020-10-06 14:42:55,JP Morgan,Overweight,,main,NVDA,2024-10-24 13:07:28
497,2020-10-06 14:41:00,BMO Capital,Outperform,,main,NVDA,2024-10-24 13:07:28
498,2020-10-06 14:34:58,Cascend,Buy,,main,NVDA,2024-10-24 13:07:28
499,2020-10-06 12:27:57,Oppenheimer,Outperform,,main,NVDA,2024-10-24 13:07:28
500,2020-09-15 16:06:31,Craig-Hallum,Hold,,main,NVDA,2024-10-24 13:07:28
501,2020-09-15 10:42:33,Needham,Buy,,main,NVDA,2024-10-24 13:07:28
502,2020-09-14 12:50:56,Jefferies,Buy,,main,NVDA,2024-10-24 13:07:28
503,2020-09-02 15:48:37,RBC Capital,Outperform,,main,NVDA,2024-10-24 13:07:28
504,2020-09-02 14:53:00,Goldman Sachs,Buy,,main,NVDA,2024-10-24 13:07:28
505,2020-09-02 14:51:21,Benchmark,Buy,,main,NVDA,2024-10-24 13:07:28
506,2020-09-02 14:35:24,B of A Securities,Buy,,main,NVDA,2024-10-24 13:07:28
507,2020-09-02 12:15:52,Credit Suisse,Outperform,,main,NVDA,2024-10-24 13:07:28
508,2020-09-02 10:57:01,Mizuho,Buy,,main,NVDA,2024-10-24 13:07:28
509,2020-08-20 16:00:19,Susquehanna,Positive,,main,NVDA,2024-10-24 13:07:28
510,2020-08-20 15:53:14,Jefferies,Buy,,main,NVDA,2024-10-24 13:07:28
511,2020-08-20 15:51:50,Wells Fargo,Overweight,,main,NVDA,2024-10-24 13:07:28
512,2020-08-20 14:15:18,Oppenheimer,Outperform,,main,NVDA,2024-10-24 13:07:28
513,2020-08-20 14:12:42,Citigroup,Buy,,main,NVDA,2024-10-24 13:07:28
514,2020-08-20 14:11:16,Barclays,Overweight,,main,NVDA,2024-10-24 13:07:28
515,2020-08-20 12:51:16,Credit Suisse,Outperform,,main,NVDA,2024-10-24 13:07:28
516,2020-08-20 12:23:25,Raymond James,Outperform,,main,NVDA,2024-10-24 13:07:28
517,2020-08-20 11:52:37,Mizuho,Buy,,main,NVDA,2024-10-24 13:07:28
518,2020-08-20 11:51:57,Morgan Stanley,Equal-Weight,,main,NVDA,2024-10-24 13:07:28
519,2020-08-20 11:39:59,Rosenblatt,Buy,,main,NVDA,2024-10-24 13:07:28
520,2020-08-20 10:54:31,RBC Capital,Outperform,,main,NVDA,2024-10-24 13:07:28
521,2020-08-20 10:03:05,Needham,Buy,,main,NVDA,2024-10-24 13:07:28
522,2020-08-17 12:05:15,Wells Fargo,Overweight,,main,NVDA,2024-10-24 13:07:28
523,2020-08-14 13:42:56,Wedbush,Outperform,,main,NVDA,2024-10-24 13:07:28
524,2020-08-13 11:22:42,Raymond James,Outperform,,main,NVDA,2024-10-24 13:07:28
525,2020-07-20 11:54:52,Barclays,Overweight,,main,NVDA,2024-10-24 13:07:28
526,2020-07-10 11:03:08,Rosenblatt,Buy,,main,NVDA,2024-10-24 13:07:28
527,2020-07-07 16:13:08,B of A Securities,Buy,,main,NVDA,2024-10-24 13:07:28
528,2020-06-17 14:36:33,Jefferies,Buy,,main,NVDA,2024-10-24 13:07:28
529,2020-06-16 09:37:07,Morgan Stanley,Equal-Weight,Overweight,down,NVDA,2024-10-24 13:07:28
530,2020-05-26 11:58:30,Morgan Stanley,Overweight,,main,NVDA,2024-10-24 13:07:28
531,2020-05-22 14:20:07,Cascend,Buy,,main,NVDA,2024-10-24 13:07:28
532,2020-05-22 13:58:49,Piper Sandler,Overweight,,main,NVDA,2024-10-24 13:07:28
533,2020-05-22 13:41:56,UBS,Buy,,main,NVDA,2024-10-24 13:07:28
534,2020-05-22 13:26:28,B of A Securities,Buy,,reit,NVDA,2024-10-24 13:07:28
535,2020-05-22 13:06:08,Deutsche Bank,Hold,,main,NVDA,2024-10-24 13:07:28
536,2020-05-22 12:36:42,Raymond James,Outperform,,reit,NVDA,2024-10-24 13:07:28
537,2020-05-22 12:33:19,Oppenheimer,Outperform,,main,NVDA,2024-10-24 13:07:28
538,2020-05-22 12:03:50,Wedbush,Outperform,,main,NVDA,2024-10-24 13:07:28
539,2020-05-22 12:00:40,Wells Fargo,Overweight,,main,NVDA,2024-10-24 13:07:28
540,2020-05-22 11:57:24,Nomura,Reduce,,main,NVDA,2024-10-24 13:07:28
541,2020-05-22 11:54:10,Mizuho,Buy,,reit,NVDA,2024-10-24 13:07:28
542,2020-05-22 11:44:45,SunTrust Robinson Humphrey,Buy,,main,NVDA,2024-10-24 13:07:28
543,2020-05-22 10:58:31,Rosenblatt,Buy,,main,NVDA,2024-10-24 13:07:28
544,2020-05-22 10:49:18,Needham,Buy,,main,NVDA,2024-10-24 13:07:28
545,2020-05-19 13:35:16,Susquehanna,Positive,,main,NVDA,2024-10-24 13:07:28
546,2020-05-19 13:01:36,RBC Capital,Outperform,,main,NVDA,2024-10-24 13:07:28
547,2020-05-18 10:45:03,BMO Capital,Outperform,Market Perform,up,NVDA,2024-10-24 13:07:28
548,2020-05-15 12:34:07,Raymond James,Outperform,,reit,NVDA,2024-10-24 13:07:28
549,2020-05-13 14:45:53,Wedbush,Outperform,,main,NVDA,2024-10-24 13:07:28
550,2020-05-11 11:10:17,Needham,Buy,,main,NVDA,2024-10-24 13:07:28
551,2020-05-07 16:17:35,SunTrust Robinson Humphrey,Buy,,main,NVDA,2024-10-24 13:07:28
552,2020-05-04 16:13:48,Susquehanna,Positive,,main,NVDA,2024-10-24 13:07:28
553,2020-04-28 13:16:49,Morgan Stanley,Overweight,,main,NVDA,2024-10-24 13:07:28
554,2020-04-17 16:01:43,UBS,Buy,,main,NVDA,2024-10-24 13:07:28
555,2020-03-31 14:33:15,Susquehanna,Positive,,main,NVDA,2024-10-24 13:07:28
556,2020-03-24 10:18:45,Needham,Buy,Hold,up,NVDA,2024-10-24 13:07:28
557,2020-03-20 14:38:21,Wells Fargo,Overweight,,main,NVDA,2024-10-24 13:07:28
558,2020-03-18 13:12:29,Morgan Stanley,Overweight,,main,NVDA,2024-10-24 13:07:28
559,2020-02-25 10:08:14,Nomura,Reduce,Neutral,down,NVDA,2024-10-24 13:07:28
560,2020-02-19 10:17:51,Bernstein,Outperform,Market Perform,up,NVDA,2024-10-24 13:07:28
561,2020-02-18 12:46:05,Argus Research,Buy,,reit,NVDA,2024-10-24 13:07:28
562,2020-02-14 14:57:03,Craig-Hallum,Buy,,main,NVDA,2024-10-24 13:07:28
