,date,splits,ticker,extraction_timestamp
0,2000-06-27 00:00:00-04:00,2.0,NVDA,2024-10-24 13:07:27
1,2001-09-10 00:00:00-04:00,2.0,NVDA,2024-10-24 13:07:27
2,2006-04-07 00:00:00-04:00,2.0,NVDA,2024-10-24 13:07:27
3,2007-09-11 00:00:00-04:00,1.5,NVDA,2024-10-24 13:07:27
4,2021-07-20 00:00:00-04:00,4.0,NVDA,2024-10-24 13:07:27
5,2024-06-10 00:00:00-04:00,10.0,NVDA,2024-10-24 13:07:27
