date,firm,to_grade,from_grade,action,ticker,extraction_timestamp
2017-11-17 13:42:20,Canaccord Genuity,Buy,,main,NVDA,2024-11-01 20:28:29
2017-11-13 12:22:28,BMO Capital,Market Perform,Underperform,up,NVDA,2024-11-01 20:28:29
2017-11-10 17:18:21,Barclays,Equal-Weight,,main,NVDA,2024-11-01 20:28:29
2017-11-10 16:33:07,B of A Securities,Buy,,main,NVDA,2024-11-01 20:28:29
2017-11-10 14:07:04,BMO Capital,Underperform,,main,NVDA,2024-11-01 20:28:29
2017-11-10 13:20:18,Loop Capital,Buy,,main,NVDA,2024-11-01 20:28:29
2017-11-10 13:20:17,Morgan Stanley,Equal-Weight,,main,NVDA,2024-11-01 20:28:29
2017-11-10 12:50:34,Nomura,Neutral,Reduce,up,NVDA,2024-11-01 20:28:29
2017-11-08 13:58:11,Deutsche Bank,Hold,,main,NVDA,2024-11-01 20:28:29
2017-10-04 16:49:29,Barclays,Equal-Weight,,main,NVDA,2024-11-01 20:28:29
2017-09-18 16:05:58,B of A Securities,Buy,,main,NVDA,2024-11-01 20:28:29
2017-08-14 15:25:37,Canaccord Genuity,Buy,,main,NVDA,2024-11-01 20:28:29
2017-08-11 18:25:23,Citigroup,Buy,,main,NVDA,2024-11-01 20:28:29
2017-08-11 16:42:29,Nomura,Reduce,,main,NVDA,2024-11-01 20:28:29
2017-08-11 12:39:48,Barclays,Equal-Weight,,main,NVDA,2024-11-01 20:28:29
2017-07-12 10:43:45,SunTrust Robinson Humphrey,Buy,Neutral,up,NVDA,2024-11-01 20:28:29
2017-07-10 07:08:09,Jefferies,Buy,,main,NVDA,2024-11-01 20:28:29
2017-06-20 10:24:04,Pacific Crest,Sector Weight,Underweight,up,NVDA,2024-11-01 20:28:29
2017-05-19 11:22:48,Bernstein,Outperform,,init,NVDA,2024-11-01 20:28:29
2017-04-04 10:26:57,Pacific Crest,Underweight,,down,NVDA,2024-11-01 20:28:29
2017-03-31 10:20:09,Macquarie,Neutral,,init,NVDA,2024-11-01 20:28:29
2017-02-23 12:16:10,BMO Capital,Underperform,Market Perform,down,NVDA,2024-11-01 20:28:29
2017-02-22 21:37:14,Nomura,Reduce,Buy,down,NVDA,2024-11-01 20:28:29
2017-02-06 12:38:11,Roth Capital,Neutral,Buy,down,NVDA,2024-11-01 20:28:29
2016-12-20 11:21:48,Mizuho,Buy,,main,NVDA,2024-11-01 20:28:29
2016-12-14 12:22:40,Evercore ISI Group,Buy,Hold,up,NVDA,2024-11-01 20:28:29
2016-12-13 14:14:08,Loop Capital,Buy,,init,NVDA,2024-11-01 20:28:29
2016-11-22 17:53:42,MKM Partners,Buy,,main,NVDA,2024-11-01 20:28:29
2016-11-14 12:17:59,Needham,Buy,Hold,up,NVDA,2024-11-01 20:28:29
2016-11-11 09:07:04,Barclays,Equal-Weight,Underweight,up,NVDA,2024-11-01 20:28:29
2016-11-02 10:06:13,Citigroup,Buy,,init,NVDA,2024-11-01 20:28:29
2016-10-25 04:00:00,B. Riley Securities,Buy,Buy,main,NVDA,2024-11-01 20:28:29
2016-09-20 11:31:54,Susquehanna,Neutral,,init,NVDA,2024-11-01 20:28:29
2016-09-20 06:29:00,SunTrust Robinson Humphrey,Neutral,,init,NVDA,2024-11-01 20:28:29
2016-08-15 14:53:01,Argus Research,Buy,,main,NVDA,2024-11-01 20:28:29
2016-08-12 12:36:24,UBS,Buy,,main,NVDA,2024-11-01 20:28:29
2016-08-12 12:36:22,Jefferies,Buy,,main,NVDA,2024-11-01 20:28:29
2016-08-12 12:20:44,Goldman Sachs,Buy,,main,NVDA,2024-11-01 20:28:29
2016-08-12 11:43:24,Barclays,Underweight,,main,NVDA,2024-11-01 20:28:29
2016-08-12 11:15:11,Deutsche Bank,Hold,,main,NVDA,2024-11-01 20:28:29
2016-08-12 10:27:21,RBC Capital,Outperform,Sector Perform,up,NVDA,2024-11-01 20:28:29
2016-08-10 12:24:20,Barclays,Underweight,,main,NVDA,2024-11-01 20:28:29
2016-08-08 11:00:40,Jefferies,Buy,,main,NVDA,2024-11-01 20:28:29
2016-07-15 11:45:10,Wells Fargo,Underperform,Market Perform,down,NVDA,2024-11-01 20:28:29
2016-07-15 11:44:17,Mizuho,Buy,,init,NVDA,2024-11-01 20:28:29
2016-06-13 13:04:26,Nomura,Buy,Neutral,up,NVDA,2024-11-01 20:28:29
2016-06-02 07:56:10,Goldman Sachs,Buy,,init,NVDA,2024-11-01 20:28:29
2016-05-13 16:46:21,Jefferies,Buy,,main,NVDA,2024-11-01 20:28:29
2016-05-13 16:46:20,Deutsche Bank,Hold,,main,NVDA,2024-11-01 20:28:29
2016-05-13 16:32:47,Barclays,Underweight,,main,NVDA,2024-11-01 20:28:29
2016-05-13 11:24:29,Topeka Capital,Buy,Hold,up,NVDA,2024-11-01 20:28:29
2016-05-13 10:53:24,Roth Capital,Buy,Neutral,up,NVDA,2024-11-01 20:28:29
2016-04-06 16:03:34,Deutsche Bank,Hold,,main,NVDA,2024-11-01 20:28:29
2016-04-06 11:13:15,Stifel,Neutral,Buy,down,NVDA,2024-11-01 20:28:29
2016-04-04 11:05:54,Jefferies,Buy,,main,NVDA,2024-11-01 20:28:29
2016-03-18 11:17:25,Argus Research,Buy,,init,NVDA,2024-11-01 20:28:29
2016-02-18 19:42:19,B. Riley Securities,Buy,,main,NVDA,2024-11-01 20:28:29
2016-02-18 16:37:04,Deutsche Bank,Hold,,main,NVDA,2024-11-01 20:28:29
2016-01-14 10:22:56,Barclays,Underweight,Equal-Weight,down,NVDA,2024-11-01 20:28:29
2015-11-16 10:26:42,Canaccord Genuity,Buy,Hold,up,NVDA,2024-11-01 20:28:29
2015-11-06 19:48:12,Canaccord Genuity,Hold,,main,NVDA,2024-11-01 20:28:29
2015-11-06 15:01:31,Deutsche Bank,Hold,,main,NVDA,2024-11-01 20:28:29
2015-11-06 11:55:36,MKM Partners,Buy,Neutral,up,NVDA,2024-11-01 20:28:29
2015-11-06 11:13:20,Wedbush,Outperform,,main,NVDA,2024-11-01 20:28:29
2015-11-06 10:34:10,Morgan Stanley,Equal-Weight,,main,NVDA,2024-11-01 20:28:29
2015-11-06 10:31:47,Roth Capital,Neutral,,main,NVDA,2024-11-01 20:28:29
2015-11-03 12:39:16,Needham,Hold,Buy,down,NVDA,2024-11-01 20:28:29
2015-10-30 09:37:23,Morgan Stanley,Equal-Weight,Underweight,up,NVDA,2024-11-01 20:28:29
2015-10-12 13:07:25,Roth Capital,Neutral,,init,NVDA,2024-11-01 20:28:29
2015-09-17 09:52:56,Jefferies,Buy,Hold,up,NVDA,2024-11-01 20:28:29
2015-08-07 17:17:31,Canaccord Genuity,Hold,,main,NVDA,2024-11-01 20:28:29
2015-08-07 15:00:00,Stifel,Buy,,main,NVDA,2024-11-01 20:28:29
2015-08-07 12:18:30,Roth Capital,Buy,Neutral,up,NVDA,2024-11-01 20:28:29
2015-08-07 11:16:45,Morgan Stanley,Underweight,,main,NVDA,2024-11-01 20:28:29
2015-08-03 11:30:56,Macquarie,Outperform,Neutral,up,NVDA,2024-11-01 20:28:29
2015-06-17 13:05:37,Tigress Financial,Buy,Neutral,up,NVDA,2024-11-01 20:28:29
2015-06-10 12:04:11,Nomura,Neutral,Buy,down,NVDA,2024-11-01 20:28:29
2015-05-08 13:00:00,Stifel,Buy,,main,NVDA,2024-11-01 20:28:29
2015-05-08 12:12:44,Roth Capital,Neutral,Buy,down,NVDA,2024-11-01 20:28:29
2015-03-23 10:04:27,Goldman Sachs,Sell,Neutral,down,NVDA,2024-11-01 20:28:29
2015-03-10 10:58:31,B of A Securities,Buy,Neutral,up,NVDA,2024-11-01 20:28:29
2015-02-12 14:00:00,Stifel,Buy,,main,NVDA,2024-11-01 20:28:29
2014-12-19 11:54:08,B of A Securities,Neutral,Underperform,up,NVDA,2024-11-01 20:28:29
2014-11-25 14:00:00,Nomura,Buy,,main,NVDA,2024-11-01 20:28:29
2014-11-07 14:00:00,JP Morgan,Neutral,,main,NVDA,2024-11-01 20:28:29
2014-11-07 13:00:00,Stifel,Buy,,main,NVDA,2024-11-01 20:28:29
2014-11-03 14:43:22,Pacific Crest,Sector Perform,Underperform,up,NVDA,2024-11-01 20:28:29
2014-08-08 20:00:00,Nomura,Buy,,main,NVDA,2024-11-01 20:28:29
2014-08-08 10:54:25,Needham,Buy,Hold,up,NVDA,2024-11-01 20:28:29
2014-06-23 10:14:34,Pacific Crest,Underperform,Sector Perform,down,NVDA,2024-11-01 20:28:29
2014-06-19 11:08:30,B of A Securities,Underperform,Neutral,down,NVDA,2024-11-01 20:28:29
2014-05-19 10:14:30,RBC Capital,Outperform,Sector Perform,up,NVDA,2024-11-01 20:28:29
2014-05-09 07:23:27,Stifel,Buy,,main,NVDA,2024-11-01 20:28:29
2014-05-09 06:31:35,JP Morgan,Neutral,,main,NVDA,2024-11-01 20:28:29
2014-05-09 06:03:06,Jefferies,Hold,,main,NVDA,2024-11-01 20:28:29
2014-05-09 04:47:01,Citigroup,Hold,,main,NVDA,2024-11-01 20:28:29
2014-04-10 21:55:53,ISI Group,Neutral,,init,NVDA,2024-11-01 20:28:29
2014-04-01 12:00:00,JMP Securities,Market Outperform,Market Perform,up,NVDA,2024-11-01 20:28:29
2014-03-21 12:41:26,CLSA,Underperform,,init,NVDA,2024-11-01 20:28:29
2014-03-19 10:46:47,Stifel,Buy,,main,NVDA,2024-11-01 20:28:29
2014-02-13 21:00:00,B. Riley Securities,Buy,Neutral,up,NVDA,2024-11-01 20:28:29
2014-02-13 12:35:18,FBR Capital,Market Perform,,main,NVDA,2024-11-01 20:28:29
2014-02-13 12:34:33,Stifel,Buy,,main,NVDA,2024-11-01 20:28:29
2014-02-03 21:00:00,Susquehanna,Neutral,Negative,up,NVDA,2024-11-01 20:28:29
2014-01-21 11:24:03,Evercore ISI Group,Equal-weight,Underweight,up,NVDA,2024-11-01 20:28:29
2014-01-09 13:30:00,Canaccord Genuity,Hold,Buy,down,NVDA,2024-11-01 20:28:29
2013-11-18 11:22:32,Morgan Stanley,Underweight,Equal-weight,down,NVDA,2024-11-01 20:28:29
2013-11-08 13:39:33,FBR Capital,Market Perform,,main,NVDA,2024-11-01 20:28:29
2013-10-11 11:25:45,Macquarie,Underperform,Neutral,down,NVDA,2024-11-01 20:28:29
2013-08-09 11:34:06,Nomura,Buy,,main,NVDA,2024-11-01 20:28:29
2013-07-31 11:56:27,Wells Fargo,Market Perform,Outperform,down,NVDA,2024-11-01 20:28:29
2013-05-23 11:49:44,Topeka Capital,Hold,,init,NVDA,2024-11-01 20:28:29
2013-03-11 10:46:00,Susquehanna,Negative,Neutral,down,NVDA,2024-11-01 20:28:29
2013-02-14 14:29:44,Needham,Hold,Buy,down,NVDA,2024-11-01 20:28:29
2013-02-14 13:39:57,Stifel,Buy,,main,NVDA,2024-11-01 20:28:29
2013-02-14 13:16:01,BMO Capital,Market Perform,,main,NVDA,2024-11-01 20:28:29
2013-02-14 12:42:10,Nomura,Buy,,main,NVDA,2024-11-01 20:28:29
2013-02-14 12:35:18,Deutsche Bank,Hold,,main,NVDA,2024-11-01 20:28:29
2013-02-12 13:11:56,FBR Capital,Market Perform,,main,NVDA,2024-11-01 20:28:29
2013-01-03 17:23:39,Barclays,Equal-Weight,,main,NVDA,2024-11-01 20:28:29
2012-12-05 12:10:33,Oppenheimer,Perform,Outperform,down,NVDA,2024-11-01 20:28:29
2012-11-09 13:12:00,FBR Capital,Market Perform,,main,NVDA,2024-11-01 20:28:29
2012-11-09 13:05:00,Nomura,Buy,,main,NVDA,2024-11-01 20:28:29
2012-11-09 12:28:00,Jefferies,Hold,,main,NVDA,2024-11-01 20:28:29
2012-11-07 17:14:00,Wedbush,Outperform,,main,NVDA,2024-11-01 20:28:29
2012-11-06 15:35:00,UBS,Buy,,main,NVDA,2024-11-01 20:28:29
2012-11-05 13:25:00,BMO Capital,Market Perform,,main,NVDA,2024-11-01 20:28:29
2012-10-19 12:12:00,FBR Capital,Market Perform,Outperform,down,NVDA,2024-11-01 20:28:29
2012-10-10 11:07:00,Deutsche Bank,Hold,,main,NVDA,2024-11-01 20:28:29
2012-09-28 11:45:00,Brean Capital,Hold,,init,NVDA,2024-11-01 20:28:29
2012-09-13 09:57:00,Citigroup,Neutral,,main,NVDA,2024-11-01 20:28:29
2012-08-10 18:14:00,Barclays,Equal-Weight,,main,NVDA,2024-11-01 20:28:29
2012-08-10 14:01:00,UBS,Buy,,main,NVDA,2024-11-01 20:28:29
2012-08-10 12:16:00,Stifel,Buy,,main,NVDA,2024-11-01 20:28:29
2012-08-10 11:57:00,FBR Capital,Outperform,,main,NVDA,2024-11-01 20:28:29
2012-08-10 10:56:00,Wedbush,Outperform,,main,NVDA,2024-11-01 20:28:29
2012-08-10 10:28:00,Jefferies,Hold,,main,NVDA,2024-11-01 20:28:29
2012-08-10 10:21:00,Citigroup,Hold,,main,NVDA,2024-11-01 20:28:29
2012-08-07 12:10:00,FBR Capital,Outperform,,main,NVDA,2024-11-01 20:28:29
2012-07-10 13:13:00,Raymond James,Strong Buy,,main,NVDA,2024-11-01 20:28:29
2012-06-28 12:50:00,Lazard,Neutral,,init,NVDA,2024-11-01 20:28:29
2012-06-25 10:22:00,Canaccord Genuity,Buy,Hold,up,NVDA,2024-11-01 20:28:29
2012-06-11 16:28:00,UBS,Buy,Neutral,up,NVDA,2024-11-01 20:28:29
2012-05-31 10:53:00,Morgan Stanley,Equal-Weight,,init,NVDA,2024-11-01 20:28:29
2012-05-14 15:27:00,Salman Partners,Buy,,main,NVDA,2024-11-01 20:28:29
2012-05-14 10:19:00,Jefferies,Hold,,main,NVDA,2024-11-01 20:28:29
2012-04-05 11:07:00,Cantor Fitzgerald,Buy,,init,NVDA,2024-11-01 20:28:29
2012-02-16 12:29:00,Evercore ISI Group,Underweight,,main,NVDA,2024-11-01 20:28:29
2012-02-16 11:34:00,B of A Securities,Neutral,Buy,down,NVDA,2024-11-01 20:28:29
2012-02-13 12:27:00,FBR Capital,Outperform,Market Perform,up,NVDA,2024-11-01 20:28:29
2024-10-31 19:38:15,UBS,Buy,Buy,main,MSFT,2024-11-01 20:28:29
2024-10-31 15:05:39,JP Morgan,Overweight,Overweight,main,MSFT,2024-11-01 20:28:29
2024-10-31 14:33:04,TD Cowen,Buy,Buy,main,MSFT,2024-11-01 20:28:29
2024-10-31 11:20:42,Piper Sandler,Overweight,Overweight,main,MSFT,2024-11-01 20:28:29
2024-10-31 11:18:50,Morgan Stanley,Overweight,Overweight,main,MSFT,2024-11-01 20:28:29
2024-10-28 17:56:56,Truist Securities,Buy,Buy,main,MSFT,2024-11-01 20:28:29
2024-10-25 11:47:54,Bernstein,Outperform,Outperform,main,MSFT,2024-11-01 20:28:29
2024-10-23 13:28:07,Citigroup,Buy,Buy,main,MSFT,2024-11-01 20:28:29
2024-10-18 11:32:41,Keybanc,Overweight,Overweight,main,MSFT,2024-11-01 20:28:29
2024-10-18 09:04:20,Piper Sandler,Overweight,Overweight,main,MSFT,2024-11-01 20:28:29
2024-10-10 11:20:06,Goldman Sachs,Buy,Buy,main,MSFT,2024-11-01 20:28:29
2024-10-08 16:30:14,Truist Securities,Buy,Buy,reit,MSFT,2024-11-01 20:28:29
2024-09-27 16:05:49,DA Davidson,Neutral,Neutral,main,MSFT,2024-11-01 20:28:29
2024-09-23 12:28:13,DA Davidson,Neutral,Buy,down,MSFT,2024-11-01 20:28:29
2024-09-17 17:43:36,Morgan Stanley,Overweight,Overweight,main,MSFT,2024-11-01 20:28:29
2024-07-31 20:17:28,DA Davidson,Buy,Buy,main,MSFT,2024-11-01 20:28:29
2024-07-31 16:46:05,Morgan Stanley,Overweight,Overweight,main,MSFT,2024-11-01 20:28:29
2024-07-31 16:20:50,Wedbush,Outperform,Outperform,reit,MSFT,2024-11-01 20:28:29
2024-07-31 15:46:47,UBS,Buy,Buy,main,MSFT,2024-11-01 20:28:29
2024-07-31 14:39:26,RBC Capital,Outperform,Outperform,reit,MSFT,2024-11-01 20:28:29
2024-07-31 11:59:54,Wells Fargo,Overweight,Overweight,main,MSFT,2024-11-01 20:28:29
2024-07-31 11:41:44,Citigroup,Buy,Buy,main,MSFT,2024-11-01 20:28:29
2024-07-31 09:09:33,Piper Sandler,Overweight,Overweight,main,MSFT,2024-11-01 20:28:29
2024-07-23 09:10:13,Piper Sandler,Overweight,Overweight,reit,MSFT,2024-11-01 20:28:29
2024-07-18 10:39:12,TD Cowen,Buy,Buy,main,MSFT,2024-11-01 20:28:29
2024-07-17 21:48:27,Wedbush,Outperform,Outperform,main,MSFT,2024-11-01 20:28:29
2024-07-17 12:40:27,B of A Securities,Buy,Buy,main,MSFT,2024-11-01 20:28:29
2024-07-16 11:44:18,Mizuho,Outperform,Outperform,main,MSFT,2024-11-01 20:28:29
2024-07-12 17:57:32,Piper Sandler,Overweight,Overweight,main,MSFT,2024-11-01 20:28:29
2024-07-12 11:30:59,BMO Capital,Outperform,Outperform,main,MSFT,2024-11-01 20:28:29
2024-07-09 16:41:07,Argus Research,Buy,Buy,main,MSFT,2024-11-01 20:28:29
2024-06-21 14:28:00,Citigroup,Buy,Buy,main,MSFT,2024-11-01 20:28:29
2024-06-17 15:50:02,Truist Securities,Buy,Buy,main,MSFT,2024-11-01 20:28:29
2024-06-13 20:03:26,Tigress Financial,Buy,Buy,main,MSFT,2024-11-01 20:28:29
2024-06-10 09:14:40,New Street Research,Buy,,init,MSFT,2024-11-01 20:28:29
2024-06-07 12:01:58,Oppenheimer,Outperform,Outperform,main,MSFT,2024-11-01 20:28:29
2024-05-24 14:38:35,RBC Capital,Outperform,Outperform,reit,MSFT,2024-11-01 20:28:29
2024-05-22 16:21:14,Wedbush,Outperform,Outperform,reit,MSFT,2024-11-01 20:28:29
2024-05-17 17:46:16,Macquarie,Outperform,Outperform,main,MSFT,2024-11-01 20:28:29
2024-05-17 15:43:17,RBC Capital,Outperform,Outperform,main,MSFT,2024-11-01 20:28:29
2024-04-26 21:21:49,Citigroup,Buy,Buy,main,MSFT,2024-11-01 20:28:29
2024-04-26 18:25:08,Wells Fargo,Overweight,Overweight,main,MSFT,2024-11-01 20:28:29
2024-04-26 17:37:21,Raymond James,Outperform,Outperform,reit,MSFT,2024-11-01 20:28:29
2024-04-26 13:05:32,Wedbush,Outperform,Outperform,reit,MSFT,2024-11-01 20:28:29
2024-04-26 11:46:39,Stifel,Buy,Buy,main,MSFT,2024-11-01 20:28:29
2024-04-26 11:12:49,Goldman Sachs,Buy,Buy,main,MSFT,2024-11-01 20:28:29
2024-04-26 11:06:13,Evercore ISI Group,Outperform,Outperform,main,MSFT,2024-11-01 20:28:29
2024-04-26 10:25:08,JP Morgan,Overweight,Overweight,main,MSFT,2024-11-01 20:28:29
2024-04-26 09:58:55,Bernstein,Outperform,Outperform,main,MSFT,2024-11-01 20:28:29
2024-04-26 09:35:58,Piper Sandler,Overweight,Overweight,reit,MSFT,2024-11-01 20:28:29
2024-04-22 17:39:15,Stifel,Buy,Buy,main,MSFT,2024-11-01 20:28:29
2024-04-18 15:05:41,Citigroup,Buy,Buy,main,MSFT,2024-11-01 20:28:29
2024-04-17 12:15:34,Wells Fargo,Overweight,Overweight,main,MSFT,2024-11-01 20:28:29
2024-04-12 11:54:18,BMO Capital,Outperform,Outperform,main,MSFT,2024-11-01 20:28:29
2024-04-11 11:21:17,Morgan Stanley,Overweight,Overweight,main,MSFT,2024-11-01 20:28:29
2024-04-10 16:59:10,Wedbush,Outperform,Outperform,reit,MSFT,2024-11-01 20:28:29
2024-04-10 15:12:59,UBS,Buy,Buy,main,MSFT,2024-11-01 20:28:29
2024-04-01 14:41:34,Jefferies,Buy,Buy,main,MSFT,2024-11-01 20:28:29
2024-03-26 10:31:42,Wedbush,Outperform,Outperform,main,MSFT,2024-11-01 20:28:29
2024-03-25 15:46:18,Truist Securities,Buy,Buy,reit,MSFT,2024-11-01 20:28:29
2024-03-21 09:13:28,Keybanc,Overweight,,init,MSFT,2024-11-01 20:28:29
2024-03-15 13:32:03,DA Davidson,Buy,Buy,main,MSFT,2024-11-01 20:28:29
2024-03-06 10:34:07,Jefferies,Buy,Buy,main,MSFT,2024-11-01 20:28:29
2024-03-05 16:10:56,DA Davidson,Buy,Buy,reit,MSFT,2024-11-01 20:28:29
2024-01-31 17:15:31,BMO Capital,Outperform,Outperform,main,MSFT,2024-11-01 20:28:29
2024-01-31 16:41:30,RBC Capital,Outperform,Outperform,main,MSFT,2024-11-01 20:28:29
2024-01-31 14:29:12,Wedbush,Outperform,Outperform,main,MSFT,2024-11-01 20:28:29
2024-01-31 12:34:46,Wells Fargo,Overweight,Overweight,main,MSFT,2024-11-01 20:28:29
2024-01-31 11:33:57,Raymond James,Outperform,Outperform,main,MSFT,2024-11-01 20:28:29
2024-01-31 11:22:00,Macquarie,Outperform,Outperform,main,MSFT,2024-11-01 20:28:29
2024-01-31 10:51:23,Barclays,Overweight,Overweight,main,MSFT,2024-11-01 20:28:29
2024-01-29 15:20:42,Wedbush,Outperform,Outperform,reit,MSFT,2024-11-01 20:28:29
2024-01-25 10:15:42,Piper Sandler,Overweight,Overweight,reit,MSFT,2024-11-01 20:28:29
2024-01-23 19:59:18,Truist Securities,Buy,Buy,reit,MSFT,2024-11-01 20:28:29
2024-01-18 10:47:23,Exane BNP Paribas,Outperform,Neutral,up,MSFT,2024-11-01 20:28:29
2024-01-12 12:43:28,Piper Sandler,Overweight,Overweight,reit,MSFT,2024-11-01 20:28:29
2024-01-09 16:44:14,BMO Capital,Outperform,Outperform,main,MSFT,2024-11-01 20:28:29
2024-01-02 14:57:51,Piper Sandler,Overweight,Overweight,main,MSFT,2024-11-01 20:28:29
2023-12-28 12:31:00,Wedbush,Outperform,Outperform,main,MSFT,2024-11-01 20:28:29
2023-12-15 14:33:00,Mizuho,Buy,Buy,main,MSFT,2024-11-01 20:28:29
2023-12-13 18:08:03,Truist Securities,Buy,,init,MSFT,2024-11-01 20:28:29
2023-12-05 16:00:47,Argus Research,Buy,Buy,main,MSFT,2024-11-01 20:28:29
2023-12-05 09:46:05,China Renaissance,Buy,,init,MSFT,2024-11-01 20:28:29
2023-11-29 09:59:18,Tigress Financial,Buy,Buy,main,MSFT,2024-11-01 20:28:29
2023-11-24 15:37:44,Mizuho,Buy,Buy,reit,MSFT,2024-11-01 20:28:29
2023-11-24 15:37:01,RBC Capital,Outperform,Outperform,reit,MSFT,2024-11-01 20:28:29
2023-11-22 15:10:58,Wedbush,Outperform,Outperform,reit,MSFT,2024-11-01 20:28:29
2023-11-20 16:48:02,Evercore ISI Group,Outperform,Outperform,reit,MSFT,2024-11-01 20:28:29
2023-11-20 15:54:35,Macquarie,Outperform,Outperform,reit,MSFT,2024-11-01 20:28:29
2023-11-20 13:42:42,Wedbush,Outperform,Outperform,reit,MSFT,2024-11-01 20:28:29
2023-11-16 14:20:34,Wedbush,Outperform,Outperform,main,MSFT,2024-11-01 20:28:29
2023-10-30 08:31:46,Piper Sandler,Overweight,Overweight,reit,MSFT,2024-11-01 20:28:29
2023-10-26 15:23:23,Citigroup,Buy,Buy,main,MSFT,2024-11-01 20:28:29
2023-10-26 11:01:28,Rosenblatt,Buy,Buy,main,MSFT,2024-11-01 20:28:29
2023-10-26 08:25:20,HSBC,Buy,Hold,up,MSFT,2024-11-01 20:28:29
2023-10-25 16:33:56,RBC Capital,Outperform,Outperform,reit,MSFT,2024-11-01 20:28:29
2023-10-25 14:27:30,Barclays,Overweight,Overweight,main,MSFT,2024-11-01 20:28:29
2023-10-25 14:10:26,Wedbush,Outperform,Outperform,reit,MSFT,2024-11-01 20:28:29
2023-10-25 13:40:34,Oppenheimer,Outperform,Outperform,reit,MSFT,2024-11-01 20:28:29
2023-10-25 13:34:48,Goldman Sachs,Buy,Buy,main,MSFT,2024-11-01 20:28:29
2023-10-25 08:17:23,Piper Sandler,Overweight,Overweight,main,MSFT,2024-11-01 20:28:29
2023-10-19 16:00:36,Citigroup,Buy,Buy,main,MSFT,2024-11-01 20:28:29
2023-10-17 11:44:24,Loop Capital,Buy,,init,MSFT,2024-11-01 20:28:29
2023-10-16 19:09:19,DA Davidson,Buy,Buy,reit,MSFT,2024-11-01 20:28:29
2023-10-16 11:28:03,Rosenblatt,Buy,Buy,main,MSFT,2024-11-01 20:28:29
2023-10-16 08:22:24,Piper Sandler,Overweight,Overweight,reit,MSFT,2024-11-01 20:28:29
2023-10-02 11:51:24,Jefferies,Buy,Buy,reit,MSFT,2024-11-01 20:28:29
2023-10-02 10:50:52,Wells Fargo,Overweight,Overweight,reit,MSFT,2024-11-01 20:28:29
2023-09-25 10:53:50,Guggenheim,Neutral,Sell,up,MSFT,2024-11-01 20:28:29
2023-09-22 16:04:04,Citigroup,Buy,Buy,reit,MSFT,2024-11-01 20:28:29
2023-09-22 16:00:53,JP Morgan,Overweight,Overweight,reit,MSFT,2024-11-01 20:28:29
2023-09-22 14:26:25,RBC Capital,Outperform,Outperform,reit,MSFT,2024-11-01 20:28:29
2023-09-21 13:42:05,Wedbush,Outperform,Outperform,reit,MSFT,2024-11-01 20:28:29
2023-09-20 11:46:53,Bernstein,Outperform,Outperform,main,MSFT,2024-11-01 20:28:29
2023-09-15 09:32:42,HSBC,Hold,,init,MSFT,2024-11-01 20:28:29
2023-09-14 15:44:53,Bernstein,Outperform,Outperform,reit,MSFT,2024-11-01 20:28:29
2023-08-11 11:33:15,Redburn Partners,Buy,Buy,main,MSFT,2024-11-01 20:28:29
2023-08-02 16:17:59,Tigress Financial,Buy,Buy,reit,MSFT,2024-11-01 20:28:29
2023-07-31 16:08:39,Argus Research,Buy,Buy,main,MSFT,2024-11-01 20:28:29
2023-07-28 17:19:10,Oppenheimer,Outperform,Outperform,reit,MSFT,2024-11-01 20:28:29
2023-07-27 11:14:40,Rosenblatt,Buy,Buy,main,MSFT,2024-11-01 20:28:29
2023-07-26 15:07:27,Morgan Stanley,Overweight,Overweight,reit,MSFT,2024-11-01 20:28:29
2023-07-26 14:09:11,RBC Capital,Outperform,Outperform,main,MSFT,2024-11-01 20:28:29
2023-07-26 14:06:51,Citigroup,Buy,Buy,main,MSFT,2024-11-01 20:28:29
2023-07-26 12:45:51,Wedbush,Outperform,Outperform,main,MSFT,2024-11-01 20:28:29
2023-07-26 11:59:35,BMO Capital,Outperform,Outperform,main,MSFT,2024-11-01 20:28:29
2023-07-26 08:11:02,Piper Sandler,Overweight,Overweight,reit,MSFT,2024-11-01 20:28:29
2023-07-24 12:19:33,Goldman Sachs,Buy,Buy,main,MSFT,2024-11-01 20:28:29
2023-07-24 12:13:28,Raymond James,Outperform,Outperform,main,MSFT,2024-11-01 20:28:29
2023-07-20 14:40:14,Stifel,Buy,Buy,main,MSFT,2024-11-01 20:28:29
2023-07-20 13:18:53,Guggenheim,Sell,Sell,reit,MSFT,2024-11-01 20:28:29
2023-07-20 10:52:34,Citigroup,Buy,Buy,main,MSFT,2024-11-01 20:28:29
2023-07-19 13:39:33,Mizuho,Buy,Buy,main,MSFT,2024-11-01 20:28:29
2023-07-19 13:37:54,JP Morgan,Overweight,Overweight,main,MSFT,2024-11-01 20:28:29
2023-07-19 13:05:52,B of A Securities,Buy,Buy,main,MSFT,2024-11-01 20:28:29
2023-07-19 12:27:31,Wells Fargo,Overweight,Overweight,main,MSFT,2024-11-01 20:28:29
2023-07-19 11:37:20,Barclays,Overweight,Overweight,main,MSFT,2024-11-01 20:28:29
2023-07-19 08:32:57,Piper Sandler,Overweight,Overweight,reit,MSFT,2024-11-01 20:28:29
2023-07-18 16:47:36,Wedbush,Outperform,Outperform,reit,MSFT,2024-11-01 20:28:29
2023-07-18 08:34:20,Keybanc,Overweight,Overweight,main,MSFT,2024-11-01 20:28:29
