ticker,monthly,open,high,low,close,adj_close,volume,date
AVGO,2009-08,1.7022222214274936,1.7381111118528578,1.6677222185664706,1.712166666984558,1.2202683157391019,26032055.555555556,2009-08-06
AVGO,2009-09,1.735285724912371,1.763285722051348,1.688619057337443,1.7214761915661039,1.2269033534186227,10557714.285714285,2009-09-01
AVGO,2009-10,1.6255454529415478,1.6488181894475764,1.590500002557581,1.613272721117193,1.149786195971749,7783227.2727272725,2009-10-01
AVGO,2009-11,1.5411999940872192,1.5707000076770783,1.5135999917984009,1.5459499955177307,1.101804995536804,2546950.0,2009-11-02
AVGO,2009-12,1.667045446959409,1.6962727199901233,1.6481818123297258,1.6761818257245151,1.1946217742833225,3430363.6363636362,2009-12-01
AVGO,2010-01,1.8286842045031095,1.8581578919762058,1.7920000113938983,1.830684222673115,1.3047363507120233,14161526.315789474,2010-01-04
AVGO,2010-02,1.7376315719202946,1.7583684168363873,1.7146842228738886,1.7426842200128656,1.2420183733889931,7983631.578947368,2010-02-01
AVGO,2010-03,1.959173912587373,1.9893478362456611,1.9331304301386294,1.9637391411739846,1.3995651214019111,4826304.347826087,2010-03-01
AVGO,2010-04,2.1132381075904485,2.140571423939296,2.0713809558323453,2.106809547969273,1.5015319074903215,3725904.761904762,2010-04-01
AVGO,2010-05,2.014849978685379,2.052800011634827,1.964099997282028,2.0161000072956083,1.4368829011917115,6249150.0,2010-05-03
AVGO,2010-06,2.1764091036536475,2.215954531322826,2.125181794166565,2.1724545522169634,1.5483174432407727,15199727.272727273,2010-06-01
AVGO,2010-07,2.205952383223034,2.238999991189866,2.159999995004563,2.2067143008822487,1.5727344864890689,6446809.523809524,2010-07-01
AVGO,2010-08,2.0917727134444495,2.125227299603549,2.0607727440920742,2.096590903672305,1.494249078360471,9747227.272727273,2010-08-02
AVGO,2010-09,2.057095243817284,2.107523798942566,2.0234285536266507,2.063904739561535,1.4709535837173462,10309523.80952381,2010-09-01
AVGO,2010-10,2.259809550784883,2.2894762130010697,2.223095212663923,2.2665237926301502,1.6153609922954015,8007476.19047619,2010-10-01
AVGO,2010-11,2.527190480913435,2.564142862955729,2.4910476207733154,2.532619044894264,1.8050081446057273,9001952.38095238,2010-11-01
AVGO,2010-12,2.7233182191848755,2.765454563227567,2.684590903195468,2.7352727218107744,1.9527992064302617,21333318.181818184,2010-12-01
AVGO,2011-01,2.829349994659424,2.8621500015258787,2.777300000190735,2.8279000163078307,2.020814394950867,20068550.0,2011-01-03
AVGO,2011-02,3.2245263425927413,3.2837368438118384,3.1753157690951697,3.239999996988397,2.3153004897268197,23559105.263157893,2011-02-01
AVGO,2011-03,3.136217386826225,3.1636956567349643,3.075304363084876,3.1233913069186,2.2349266176638394,24922000.0,2011-03-01
AVGO,2011-04,3.2102999806404116,3.255199980735779,3.1559000253677367,3.213350009918213,2.302184319496155,11945950.0,2011-04-01
AVGO,2011-05,3.419047616776966,3.461666640781221,3.3613333247956776,3.415238096600487,2.446825685955229,20872190.476190478,2011-05-02
AVGO,2011-06,3.4427273165095937,3.5000454512509434,3.385727297176014,3.4516363577409224,2.4765243313529273,29532636.363636363,2011-06-01
AVGO,2011-07,3.65255001783371,3.709850013256073,3.580150008201599,3.6396999835968016,2.6145161390304565,21858750.0,2011-07-01
AVGO,2011-08,3.0892608787702476,3.175391331962917,3.0056521788887354,3.0736087094182554,2.207874277363653,26978043.47826087,2011-08-01
AVGO,2011-09,3.3925238223302934,3.47614286059425,3.330047641481672,3.4088094915662492,2.4529873643602644,31550333.333333332,2011-09-01
AVGO,2011-10,3.3833333537692116,3.444142852510725,3.3153333436875116,3.386190482548305,2.439752465202695,31932380.95238095,2011-10-03
AVGO,2011-11,3.1956666764758883,3.240857135681879,3.12452380997794,3.176809537978399,2.288893699645996,21787333.333333332,2011-11-01
AVGO,2011-12,2.9449999900091264,2.996428580511184,2.891952401115781,2.9478095372517905,2.1284523067020236,29684523.80952381,2011-12-01
AVGO,2012-01,3.1897499918937684,3.2450000047683716,3.157800018787384,3.198750007152557,2.31437509059906,25971050.0,2012-01-03
AVGO,2012-02,3.5346999883651735,3.58730001449585,3.497099983692169,3.5500499606132507,2.568549430370331,22537050.0,2012-02-01
AVGO,2012-03,3.7383181723681362,3.781636346470226,3.6975909146395596,3.7455454739657315,2.7153021747415718,16742409.090909092,2012-03-01
AVGO,2012-04,3.6549000263214113,3.689799988269806,3.595799994468689,3.6332999587059023,2.638023817539215,21924100.0,2012-04-02
AVGO,2012-05,3.206090905449607,3.2547272660515527,3.156318198550831,3.2044545628807763,2.3266529495065864,23419318.181818184,2012-05-01
AVGO,2012-06,3.365523826508295,3.4211428619566417,3.3214761983780634,3.376095238186064,2.4576278981708346,24693190.476190478,2012-06-01
AVGO,2012-07,3.456666662579491,3.50414286340986,3.4071904591151645,3.452619019008818,2.5179327101934526,17303190.476190478,2012-07-02
AVGO,2012-08,3.6683913106503696,3.6982608774433965,3.6236956637838613,3.6593043493187944,2.6686643724856167,16491739.130434783,2012-08-01
AVGO,2012-09,3.5008421195180794,3.551052633084749,3.4424210473110803,3.4988947542090165,2.557106896450645,27202000.0,2012-09-04
AVGO,2012-10,3.380095220747448,3.412857169196719,3.333000001453218,3.3682380744389127,2.4675860632033575,16467523.80952381,2012-10-01
AVGO,2012-11,3.366857131322225,3.4174285729726157,3.3213809671856107,3.3729047775268555,2.471004906154814,16739809.523809524,2012-11-01
AVGO,2012-12,3.305250012874603,3.3330999970436097,3.253250002861023,3.288800001144409,2.416278123855591,36297750.0,2012-12-03
AVGO,2013-01,3.3743333248865035,3.415142842701503,3.35190478960673,3.3900476069677445,2.495837404614403,31847142.85714286,2013-01-02
AVGO,2013-02,3.4904210818441292,3.5249999949806616,3.4423157917825797,3.4801052244086015,2.562139711881939,32468421.05263158,2013-02-01
AVGO,2013-03,3.5220999836921694,3.55829998254776,3.490500032901764,3.5329999804496763,2.6052746534347535,24949200.0,2013-03-01
AVGO,2013-04,3.3713636073199185,3.4042727297002617,3.310954538258639,3.3545909144661645,2.482862580906261,26344818.181818184,2013-04-01
AVGO,2013-05,3.385909080505371,3.4313636259599165,3.3598636388778687,3.403545466336337,2.5190959085117686,27648590.90909091,2013-05-01
AVGO,2013-06,3.7274999737739565,3.766700005531311,3.6804999828338625,3.725150001049042,2.766900086402893,28837750.0,2013-06-03
AVGO,2013-07,3.7859091000123457,3.8272272781892256,3.7427272579886695,3.779772715135054,2.8139800158413975,20011954.545454547,2013-07-01
AVGO,2013-08,3.719545429403132,3.756090901114724,3.6808636513623325,3.718954552303661,2.7687019976702603,20095590.90909091,2013-08-01
AVGO,2013-09,4.030999994277954,4.071049976348877,3.9824000120162966,4.036800026893616,3.0144904971122743,25469800.0,2013-09-03
AVGO,2013-10,4.449869529060695,4.489130434782608,4.398000012273374,4.451652174410612,3.3337035904759946,25474608.695652176,2013-10-01
AVGO,2013-11,4.431599974632263,4.472700071334839,4.368400025367737,4.421350002288818,3.3110111117362977,19820950.0,2013-11-01
AVGO,2013-12,4.934761910211472,4.987857137407575,4.874095235552106,4.933190459296817,3.702205850964501,27893904.76190476,2013-12-02
AVGO,2014-01,5.445047582898821,5.515619073595319,5.370952356429327,5.449857144128709,4.1003672281901045,19454333.333333332,2014-01-02
AVGO,2014-02,5.747526269210012,5.853842082776521,5.697578957206325,5.793000020478901,4.3585412376805355,19711947.36842105,2014-02-03
AVGO,2014-03,6.335809503282819,6.420142809549968,6.259666692642939,6.33352381842477,4.775006226130894,19919523.80952381,2014-03-03
AVGO,2014-04,6.196238086337135,6.2769523575192405,6.069619042532785,6.1791429292588,4.6689481508164175,23742190.476190478,2014-04-01
AVGO,2014-05,6.813619068690708,6.883142834617978,6.719714323679606,6.810952413649786,5.146342073168073,59790952.38095238,2014-05-01
AVGO,2014-06,7.14138092313494,7.1985714094979425,7.0831428709484285,7.144619033450172,5.408994947160993,17120190.476190478,2014-06-02
AVGO,2014-07,7.319727290760387,7.386772762645375,7.2302727916023946,7.305409106341275,5.542629805478183,19252272.727272727,2014-07-01
AVGO,2014-08,7.367380982353573,7.442904767535982,7.283285731361026,7.385761874062674,5.6035938035874135,17075000.0,2014-08-01
AVGO,2014-09,8.744380950927734,8.8378571555728,8.656809488932291,8.760571343558174,6.65825503213065,21869238.095238097,2014-09-02
AVGO,2014-10,8.018956474635912,8.156217347020688,7.8445217298424765,8.006521764008895,6.096755815588909,29759608.695652176,2014-10-01
AVGO,2014-11,8.847315788269043,8.956842020938272,8.749315763774671,8.87084208036724,6.754913706528513,15211473.684210526,2014-11-03
AVGO,2014-12,9.967363660985773,10.102227341045033,9.810227307406338,9.955818219618363,7.593673922798851,23440454.545454547,2014-12-01
AVGO,2015-01,10.320450067520142,10.491899967193604,10.13825011253357,10.325000047683716,7.8905912160873415,19130350.0,2015-01-02
AVGO,2015-02,10.97868427477385,11.108894749691611,10.85331580513402,11.0412631285818,8.437974653745952,23544105.263157893,2015-02-02
AVGO,2015-03,12.841590881347656,13.02113641392101,12.677272709933193,12.86500003121116,9.845027880235152,25810727.272727273,2015-03-02
AVGO,2015-04,12.381571451822916,12.505523863292876,12.197095235188803,12.354666664486839,9.469579787481399,20562761.904761903,2015-04-01
AVGO,2015-05,12.733500051498414,12.982950115203858,12.57290005683899,12.806349992752075,9.815784931182861,40012900.0,2015-05-01
AVGO,2015-06,14.14972734451294,14.284272714094682,13.942181890661066,14.08595457944003,10.81026250665838,35095227.27272727,2015-06-01
AVGO,2015-07,13.112545490264893,13.283181710676713,12.875590844587846,13.081545482982289,10.055042440241033,37639136.36363637,2015-07-01
AVGO,2015-08,12.111238161722818,12.378333318801154,11.880142938523065,12.159047671726771,9.34597092583066,38567619.047619045,2015-08-03
AVGO,2015-09,12.662190437316895,12.85523796081543,12.437571480160667,12.63614286695208,9.728564262390137,33982380.952380955,2015-09-01
AVGO,2015-10,12.07040903785012,12.249136447906494,11.822318163785068,12.078272776170211,9.312991879203103,38880909.09090909,2015-10-01
AVGO,2015-11,12.385399913787841,12.584200000762939,12.219700002670288,12.435849952697755,9.588702392578124,29103150.0,2015-11-02
AVGO,2015-12,14.409999934109775,14.577363751151346,14.234636350111527,14.419681809165262,11.135564543984152,35152954.54545455,2015-12-01
AVGO,2016-01,12.78926302257337,13.008842016521253,12.539631492213198,12.742210538763748,9.855188771298057,69304000.0,2016-01-04
AVGO,2016-02,12.85819993019104,13.112299919128418,12.583050060272218,12.83424997329712,9.926374816894532,45096050.0,2016-02-01
AVGO,2016-03,14.757909081198953,14.92931825464422,14.59609096700495,14.812318151647395,11.475884090770375,38969227.27272727,2016-03-01
AVGO,2016-04,15.392809504554386,15.575333413623628,15.18623806181408,15.37780947912307,11.93301941099621,24755666.666666668,2016-04-01
AVGO,2016-05,14.540095283871604,14.718666621616908,14.403857140314011,14.565285773504348,11.302509489513579,21331190.476190478,2016-05-02
AVGO,2016-06,15.750363566658713,15.907318071885543,15.586227200248025,15.72559100931341,12.223502852699973,34507318.18181818,2016-06-01
AVGO,2016-07,15.887299966812133,16.030800151824952,15.746600008010864,15.888749980926514,12.368401193618775,20885800.0,2016-07-01
AVGO,2016-08,17.199869487596594,17.337304322615914,17.08934783935547,17.243347665537957,13.422870843306832,20796217.391304348,2016-08-01
AVGO,2016-09,16.965809685843332,17.145095189412434,16.731428418840682,16.953142983572825,13.219786553155808,35522571.428571425,2016-09-01
AVGO,2016-10,17.22585732596261,17.36019061860584,17.041618982950848,17.194095248267764,13.424897965930757,20144571.42857143,2016-10-03
